"","bio2n","bio1","bio4","bio7","bio12"
"1",47.7432557619277,533.933451440115,28926.8325426043,875.646646829558,6139.2417779958
"2",55.2385347566978,640.097790929478,45317.9620848217,1053.80461137861,7461.53181202468
"3",60.5402998284916,700.418262755423,49514.7049025561,1150.83017407002,8055.12268219988
"4",69.7526241657928,780.594810511803,53039.1996012135,1273.66306486416,8664.10699901457
"5",74.1233364214481,807.375308147365,53628.6967269455,1312.00048443297,8803.83249553061
"6",74.5322502747033,809.245424492841,53649.9724134262,1314.52275275491,8810.75317384308
"7",74.8006412870971,810.409019025062,53661.8769112649,1316.07599922541,8814.81933495757
"8",75.6066241815467,813.649771287714,53690.62432285,1320.34064884721,8825.29254778991
"9",76.1408564179249,815.634746690351,53705.6691597327,1322.91314945615,8831.18519660837
"10",76.1561444103314,815.688166890911,53706.0260806633,1322.98155371886,8831.33344160935
"11",76.3871157956164,816.473030257629,53710.9945471438,1323.9812197285,8833.44842427382
"12",76.7589842361038,817.676846195676,53717.9305355659,1325.50032578974,8836.53044749821
"13",77.0507185664159,818.55816047632,53722.3581491698,1326.59771820522,8838.62573986089
"14",77.2581088364206,819.151652254157,53725.0357706172,1327.32902891061,8839.95712148214
"15",77.3387919093107,819.37480291136,53725.9761725358,1327.60218804489,8840.43964905586
"16",77.3611294297918,819.435624330762,53726.2246452316,1327.67641495334,8840.5689771032
"17",77.4034356867477,819.549849975822,53726.6836116117,1327.81559067297,8840.80968872834
"18",77.4664455794179,819.717753789867,53727.3410473471,1328.01965260902,8841.15859880924
"19",77.5852873196484,820.026415433415,53728.4904622021,1328.39294115623,8841.78277817431
"20",77.6853682731799,820.280038782293,53729.3901524046,1328.69821725972,8842.28235954657
"21",77.7156759948276,820.355239702707,53729.6459373534,1328.78836474486,8842.42716651087
"22",77.7431244319944,820.422759584268,53729.8717112925,1328.86916977175,8842.55598785426
"23",77.7842903138714,820.522974249728,53730.2000160285,1328.98886250383,8842.74507814327
"24",77.8654965750793,820.716936791836,53730.8121727699,1329.21967841201,8843.10372778503
"25",77.922216996085,820.850145196701,53731.2187668526,1329.37768097591,8843.34562744961
"26",77.9473458263433,820.908192536897,53731.3902335424,1329.44631324767,8843.4491879032
"27",77.9473458263433,820.908192536897,53731.3902335424,1329.44631324767,8843.4491879032
"28",77.9448847946509,820.902507578926,53731.3734406812,1329.4395916377,8843.43904554656
"29",77.8910513377907,820.776671314865,53730.992842753,1329.29046763401,8843.2116652835
"30",77.818703967593,820.605516495302,53730.4626450411,1329.08716664775,8842.89837919095
"31",77.9244182548318,820.855000728818,53731.2317548892,1329.38336937452,8843.3538490408
"32",77.9244182548318,820.855000728818,53731.2317548892,1329.38336937452,8843.3538490408
"33",77.8511309958998,820.681526383287,53730.6937234522,1329.17729032293,8843.03611598726
"34",77.7139567041275,820.350996903407,53729.631660777,1328.78328401098,8842.41904404955
"35",77.7520672386001,820.444583258481,53729.9435470882,1328.89524737712,8842.59727250235
"36",77.8099868718522,820.584920321376,53730.399070901,1329.06270912333,8842.86074567344
"37",77.8705605557724,820.72914451003,53730.8513563428,1329.2342307275,8843.12651266769
"38",77.9352668871665,820.880233533172,53731.3073114456,1329.41324293988,8843.39919832362
"39",77.9352668871665,820.880233533172,53731.3073114456,1329.41324293988,8843.39919832362
"40",77.9058086517564,820.811448672159,53731.0997331072,1329.33174575437,8843.27505532134
"41",77.8758410376759,820.74060346138,53730.8806057375,1329.24760636622,8843.14548277896
"42",77.8494761387251,820.677548575814,53730.6810040707,1329.17255082772,8843.0287092077
"43",77.691576286622,820.295461050651,53729.442733733,1328.71670908585,8842.31209494264
"44",77.7655614129921,820.477292670546,53730.0497933278,1328.93428187223,8842.65870652681
"45",77.832216092574,820.638229413445,53730.5686175117,1329.1261957033,8842.95973323761
"46",77.8593916900302,820.702847155944,53730.7706974336,1329.20302348005,8843.0786307629
"47",77.8716227054306,820.731756852154,53730.8600469876,1329.23735635884,8843.13148670425
"48",77.8865545401919,820.766871050846,53730.9674885201,1329.27901675948,8843.19533850552
"49",77.912208643708,820.826853788148,53731.1489536993,1329.3501030039,8843.30374392628
"50",77.9475882664227,820.90875225069,53731.3918850157,1329.44697495221,8843.4501858599
"51",77.9475882664227,820.90875225069,53731.3918850157,1329.44697495221,8843.4501858599
"52",77.9347010910065,820.878920393477,53731.3033962686,1329.41168894023,8843.39684377364
"53",77.9158352471205,820.835104604447,53731.1725687516,1329.35982921047,8843.31821841121
"54",77.9635638120198,820.945507890723,53731.4996013602,1329.49039939533,8843.515480052
"55",77.9635638120198,820.945507890723,53731.4996013602,1329.49039939533,8843.515480052
"56",77.9199817181636,820.844648647593,53731.2005589575,1329.37110576654,8843.33517983862
"57",77.8907692522421,820.776573536135,53730.9959256257,1329.29048043497,8843.21257831933
"58",77.9508017264009,820.91616563785,53731.4137270757,1329.45573796567,8843.46339341474
"59",77.9508017264009,820.91616563785,53731.4137270757,1329.45573796567,8843.46339341474
"60",77.8932869667984,820.781953532245,53731.009162057,1329.29674037859,8843.22132027018
"61",77.8260914952879,820.622213199708,53730.5094171971,1329.10681800291,8842.9273760271
"62",77.951624549326,820.918062250781,53731.4193056162,1329.45797949196,8843.4667692948
"63",77.951624549326,820.918062250781,53731.4193056162,1329.45797949196,8843.4667692948
"64",77.5160400103399,819.848143860807,53727.8382135395,1328.17771188966,8841.42568817441
"65",77.5530387030035,819.94419240085,53728.1953792409,1328.29385795011,8841.61978470234
"66",77.6137434027614,820.099656713638,53728.7582648641,1328.48136168554,8841.92943995456
"67",77.6559487687734,820.206475022823,53729.1360924609,1328.60990085598,8842.13953127907
"68",77.6914681741094,820.295144028087,53729.4413260213,1328.71631775812,8842.31138375797
"69",77.8132231033142,820.591849385363,53730.4158749777,1329.07076994364,8842.87195974826
"70",77.9068778935553,820.814445799171,53731.1117489193,1329.3354109234,8843.28142704555
"71",77.9163077993471,820.836412569909,53731.177718747,1329.36142537868,8843.32096984068
"72",77.9233841425405,820.85285394604,53731.2268421886,1329.38088655157,8843.35048419157
"73",77.9342180174157,820.877947540119,53731.3013586489,1329.41057131711,8843.39538118269
"74",77.9475149632461,820.908640407408,53731.3918865796,1329.44685576383,8843.4500951297
"75",77.9614505399118,820.940660105643,53731.4854770828,1329.48467530399,8843.50689538284
"76",77.9614505399118,820.940660105643,53731.4854770828,1329.48467530399,8843.50689538284
"77",77.9559424644573,820.928004230817,53731.448485176,1329.4697270255,8843.48444492473
"78",77.9446800219622,820.902071639604,53731.3723676417,1329.43908463165,8843.43833811662
"79",77.9663358581746,820.951860268701,53731.5180713598,1329.4978985515,8843.52671662005
"80",77.9663358581746,820.951860268701,53731.5180713598,1329.4978985515,8843.52671662005
"81",77.945179525588,820.903188716391,53731.3754545261,1329.44039705177,8843.44026133864
"82",77.9411861095546,820.89395251999,53731.3481045428,1329.4294740213,8843.42376143917
"83",77.919995254674,820.844944780385,53731.2030031364,1329.3715166492,8843.33621855876
"84",77.9541691242585,820.923923327892,53731.43652058,1329.46490549613,8843.47719376737
"85",77.9541691242585,820.923923327892,53731.43652058,1329.46490549613,8843.47719376737
"86",77.8157782206417,820.597925938154,53730.4348932619,1329.07799507368,8842.88314462311
"87",77.9382959150737,820.887258192715,53731.328224326,1329.42155486774,8843.41178380816
"88",77.9382959150737,820.887258192715,53731.328224326,1329.42155486774,8843.41178380816
"89",77.8183407978649,820.602208225315,53730.4368445657,1329.08266778152,8842.88740815563
"90",77.814490266031,820.592824862699,53730.4060019965,1329.07145784647,8842.8696749963
"91",77.6070201147344,820.08260694763,53728.6977236081,1328.46083715027,8841.8958356994
"92",77.8081267518684,820.577285780868,53730.3547144049,1329.05288651382,8842.84024310194
"93",77.8081267518684,820.577285780868,53730.3547144049,1329.05288651382,8842.84024310194
"94",75.8777242651427,820.451056372201,53729.9282857387,1328.90168765429,8842.59815492236
"95",77.7104948781348,820.333903823894,53729.5168328202,1328.76083566083,8842.36873567919
"96",77.4020496089371,819.546133357161,53726.66888034,1327.81106826582,8840.80191415945
"97",77.4983068946815,819.80123256611,53727.6572043171,1328.12077881736,8841.328970611
"98",77.7740350106726,820.493361509405,53730.0731492118,1328.95242752576,8842.67988306795
"99",77.7740350106726,820.493361509405,53730.0731492118,1328.95242752576,8842.67988306795
"100",35.4774728359007,819.857675959153,53727.8672019409,1328.18903498103,8841.44305904295
"101",0.593007453428837,820.543230416588,53730.2413892799,1329.01215357811,8842.77545598356
"102",0.444567463763494,820.543230416588,53730.2413892799,1329.01215357811,8842.77545598356
"103",77.6713986220373,820.233822429408,53729.1533059983,1328.64011925738,8842.16917771235
"104",12.5392873163746,819.736355949272,53727.3963827382,1328.04172124172,8841.19218531326
"105",3.6761038620405,820.107078481799,53728.7859121846,1328.49033873802,8841.94445595774
"106",3.64086349538266,820.405598826657,53729.8045916372,1328.8482909137,8842.52023485712
"107",3.58787462349718,820.821907480193,53731.1316237867,1329.34414998097,8843.29403723275
"108",3.58787462349718,820.821907480193,53731.1316237867,1329.34414998097,8843.29403723275
"109",2.40668653775925,820.555874458577,53730.2836126548,1329.0272819917,8842.79955559665
"110",3.62277278019137,820.547316152327,53730.2550522844,1329.01704276265,8842.78324929053
"111",77.2411607879968,819.104588226709,53724.8358602638,1327.27137305088,8839.85491589871
"112",77.3564968085454,819.422666741897,53726.1689519557,1327.6605207296,8840.54064673054
"113",77.4443704745289,819.659263075677,53727.1145882754,1327.94864383849,8841.0377904525
"114",77.5128045359173,819.839546982857,53727.8047741707,1328.16726985595,8841.40788473851
"115",77.5990403659995,820.062122958265,53728.6232262236,1328.43612064914,8841.85493582743
"116",51.0901119551828,820.536491892132,53730.2289486902,1329.00445393543,8842.76576855674
"117",1.0620523902302,820.914309227083,53731.4082630545,1329.45354380656,8843.46008787279
"118",1.0620523902302,820.914309227083,53731.4082630545,1329.45354380656,8843.46008787279
"119",77.8116336834457,820.585854272479,53730.3830278147,1329.06312817554,8842.85648237792
